45,34,11
62,25,37
66,30,36
37,29,8
40,26,14
29,26,3
41,43,-2
23,34,-11
41,26,15
31,34,-3
51,39,12
73,34,39
51,42,9
41,20,21
61,31,30
67,39,28
47,26,21
32,32,0
38,22,16
32,28,4
33,30,3
40,43,-3
41,48,-7
49,35,14
65,18,47
81,40,41
39,31,8
66,36,30
55,26,29
60,35,25
65,29,36
33,30,3
49,27,22
29,30,-1
52,17,35
43,19,24
33,20,13
49,25,24
55,23,32
36,36,0
55,43,12
33,32,1
44,33,11
47,29,18
32,73,-41
33,27,6
29,23,6
29,24,5
32,25,7
32,20,12
28,26,2
51,26,25
28,19,9
50,40,10
34,92,-58
41,28,13
32,25,7
23,21,2
45,23,22
47,49,-2
38,26,12
32,26,6
62,36,26
50,30,20
56,42,14
24,25,-1
84,36,48
40,36,4
25,33,-8
46,30,16
49,51,-2
39,52,-13
